subject,activities,Mean of body acceleration (x axis),Mean of body acceleration (y axis),Mean of body acceleration (z axis),Mean of angular velocity (x axis),Mean of angular velocity (y axis),Mean of angular velocity (z axis),Mean of total acceleration (x axis),Mean of total acceleration (y axis),Mean of total acceleration (z axis)
24,walking downstairs,0.0022783139053210227,0.0013454377621647728,0.0011524985620170456,-0.060882599277465914,0.009079259933849431,0.01134838943950284,1.0104650830113637,-0.10876387022975113,-0.14207440572159802
24,walking upstairs,-0.0015857209555455508,-0.004227463426986229,-0.0019625427994107523,0.11962744187211334,-0.014264289788222986,-0.027220941178585804,0.9751202697960805,-0.22337083460515095,-0.2306979925650988
25,laying,-0.005519653199477098,-9.211559397099753e-4,0.002602689492214898,0.03238653306501113,0.0012186845118914813,0.023628062335834546,0.004093769891074486,0.6370109040602098,0.5143390596393408
25,sitting,1.9901583555641825e-4,0.001242294875175721,-2.8171472544086533e-4,-0.007766394332041539,-2.0808044764122595e-4,-4.6666905798930266e-4,0.9481332010336538,0.22732246291213942,0.1584473613051779
25,standing,9.025040208299195e-5,4.0973962177385983e-4,3.153698282211993e-4,0.0029704970012360645,0.0020099217136288006,-4.7102659643897827e-4,0.9933628475190034,-0.1406505738524071,0.19249752012563345
25,walking,2.920153855869932e-4,-7.918086498627534e-4,-1.4204503234797278e-4,0.012421918960831927,-0.003493390464674831,2.00971334026605e-4,0.9990019270375845,-0.10989155096510346,0.17949480766981524
25,walking downstairs,0.0028344140740436423,-0.0020345317782246766,3.684163429094828e-4,0.031627351190565464,-0.01208905139375,0.0051969958973168105,0.9959887604795259,-0.0563146201631708,0.20986013099498924
25,walking upstairs,8.648155006009617e-5,-0.005165506421076442,-0.0059140198821995196,0.08589801948226923,-0.01584664484877644,0.005881998496851202,0.9918728717548077,-0.20447678454538462,0.09492278537087212
26,laying,-0.0012220381048369654,-0.001075995355147204,0.0010918078830631167,0.010941844510454256,-0.007216461119275288,0.02925677906429971,-0.10490905038959704,0.8189822559930099,0.5994745944181743
26,sitting,-0.003984001202590505,0.005247493619316507,0.0035884124663872197,-0.009639876479405628,-0.0043909801513778044,-0.006737039006007893,0.8854422100060096,0.24612739964435998,0.3070204055388622
26,standing,7.31848530402027e-4,2.5036235798141894e-4,-6.376090340960728e-4,0.0032387418731752533,5.421646703345652e-4,-0.003833766944654983,1.019227978684544,-0.12183254204075168,0.08072481997994088
26,walking,3.480045898054554e-4,8.980684565333686e-4,-2.046037572722456e-4,0.02509686319229343,-0.004429770769822564,-5.425572851165255e-4,1.0154402207891948,-0.11479965894463719,0.10113114235621293
26,walking downstairs,3.521545298125005e-4,0.002366783028415625,6.17083384053125e-4,0.017453179452150625,-0.011758163751140626,-0.0018196637275937509,1.00564915171875,-0.05937723944751563,0.14634015794451874
26,walking upstairs,-0.0010065740635539768,-0.005782872714080966,-0.004504463750284744,0.0029700763857954554,0.0038734643576136363,-0.00627898058804088,1.0009650983380682,-0.23358655889407529,-0.011987579012650568
27,laying,-7.157744593802788e-4,-4.451051711458404e-4,2.008160184177998e-4,0.008387081095148963,-0.009682083613515413,0.01434238449177745,-0.040134822052502114,0.5847740685494088,0.8254642065350507
27,sitting,-7.489926069806005e-4,8.450817347396652e-4,9.202382305811384e-4,-0.009806271487239955,-0.002435882836292857,-0.0013089658626919418,0.9286411312834821,0.2315792539609375,0.26703798751004465
27,standing,4.1033916793753905e-4,2.8581647240253906e-4,1.5586165916810544e-4,9.72796377393164e-4,0.003084732094524805,-0.006483346658588281,1.0188291006152344,-0.16992575968007811,-0.010846452028724259
27,walking,-1.4967288360882679e-4,2.571557931524123e-4,-0.00149137185294682,-0.05972899153980263,0.01706853307080592,0.01413409683961623,1.0037060347176534,-0.16894787826799343,-0.131046397890392
27,walking downstairs,0.004115108060937501,0.0018786520772833806,-0.0014964604280415482,-0.13629446033778408,0.026198488534189986,0.02937127100939276,0.998508945756392,-0.14679404074035513,-0.14464912836976954
27,walking upstairs,-0.0024328882559742646,-0.0015510778625398287,-0.005028706156629902,-0.06843989993918505,0.034523197957090995,0.023810048578998162,0.9471379297487745,-0.2124850621851103,-0.3001056985592218
28,laying,-3.4256428626664066e-4,2.0160622409648443e-4,-1.2293252633593724e-5,0.010630292782784571,-0.010433720194033887,0.0032071539494014454,-0.011402368251367187,0.16214886215820312,0.009948058701171877
28,sitting,-1.232641440056424e-4,-7.355190191026909e-4,-0.0010604921564197048,-0.006422128144491103,0.003135631083042535,3.0654126186718757e-4,0.9772629289279514,-0.09513467594034289,0.12647849083494792
28,standing,4.519443299060524e-5,-6.575180920727851e-5,5.709120890478639e-4,0.0024202937638144783,1.98311946478837e-4,8.166537494699371e-5,1.0065568804588607,-0.2293540746041337,-0.04287003914192444
28,walking,7.527013398032409e-4,7.669332172586805e-4,0.0015172319723263889,-0.08067346909761285,0.025760963413628473,0.01315958522128183,1.0033149086516204,-0.2102044942359028,-0.12774486712828415
28,walking downstairs,0.0033109578168172555,-0.002562189093841712,-9.293664376019022e-5,-0.11697705197883831,0.036771930968276155,0.02314287367720788,0.9962277894021739,-0.22010627392213655,-0.12499605769928669
28,walking upstairs,-0.0032086614605346207,-0.0056680110080407475,-0.004362603639397978,-0.10487588613738358,0.04314677445258885,0.007695843119653799,0.9368204204810049,-0.320416285860769,-0.2705133137189032
29,laying,0.002002987832496852,-3.062843882780795e-5,-3.813544148297101e-4,0.0019046751206358693,-8.316674993351562e-4,0.018181238924045946,0.09245971103487319,0.8245422847373188,0.5743460896625906
29,sitting,-8.156415253721354e-5,2.661765985338542e-4,-6.950955230997396e-4,-0.010573624825504635,-5.600178778738282e-4,-0.012517864081036589,0.9661536244270833,0.17378500874479166,0.27509131967447914
29,standing,8.022739557680288e-5,-6.421745155233173e-5,-1.1609098836562495e-4,6.94343238810337e-5,0.001008335756250601,-0.0015820017138548077,1.024975092235577,-0.04042201681765625,0.025427895945095792
29,walking,-0.001149074300176592,4.4405002488207555e-4,5.533901419958725e-4,0.020336340482567807,-0.003440725652081368,-2.86608200722288e-4,1.015164240418632,-0.10865789705059258,0.08895698694375147
29,walking downstairs,0.00320758058274414,0.0011523224351770833,0.0033607648310416665,-0.010042988631412756,-0.004860415625195314,-0.0018183319203483072,1.0096990161946615,-0.056792417988701174,0.08821263005727864
29,walking upstairs,-0.0025044371455197703,-0.006718158376006059,-0.0032019731994355873,0.12466307577408323,-0.03521141364392538,-3.987661467952805e-4,0.9903892505899234,-0.21549632949478637,0.03488552600587053
30,laying,7.126554191183036e-4,-0.0012122832262198438,0.0015359142693223214,9.216744061197544e-4,-8.164067836953124e-4,0.0033258091275620533,0.09262063992439733,0.748580899921875,0.6656981581473215
30,sitting,-0.001904120809284904,0.0047682632173878525,0.0029044171750408267,-0.008423816616723829,-6.3923549266632736e-6,-0.007140100548945555,0.9175914896673387,0.13726780968475302,0.3361900031123992
30,standing,-9.542880579078389e-5,6.38676100415783e-5,-1.4818082510646176e-4,6.294078087923713e-5,0.0032985967934881354,-0.0026915316528254764,1.0205900946504238,-0.08205087144654397,0.01821194361841896
30,walking,-2.40909416594952e-4,-2.3597005665625017e-4,0.00319866433296875,-0.01884857313548077,0.004254115056370193,-0.0010515816550528845,1.0180831240504808,-0.139655392313875,-0.006183524690728365
30,walking downstairs,0.0011571192698462704,-1.5747785482358876e-4,0.002751570153830645,-0.04835401247952873,0.002270184352557964,0.0014357562528981849,1.0143771556451613,-0.10865248417733493,0.025537620911323083
30,walking upstairs,-0.0012694820712980768,-0.004297342348906249,-0.005414231224603366,0.024871114126971152,-0.001634970201005649,-0.0021522561254086543,0.9934423609375,-0.21260327631352643,-0.03269630329989423
